https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/hbo_hd.m3u8, HBO
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/history_hd.m3u8, History
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/dsny_hd.m3u8, Disney
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/foxnews_hd.m3u8, Fox News
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/cnn_hd.m3u8, CNN
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/wbtv_cbs.m3u8, WBTV
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/food_hd.m3u8, Food
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/hgtv_hd.m3u8, HGTV
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/espn_hd.m3u8, ESPN
https://dqq6047mdt36u.cloudfront.net/v1/master/413004266922/G2C_LiveDemo/science_hd.m3u8, Science
